,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,0.9306064930060896,0.7087786201923111,0.844826569400572,0.8637687530053934,0.8854310637761938,0.9375143750205239,0.9685006007837654,0.9532362408039202,0.928174468569469,0.8693189240521275,0.9880265038225376,0.8083765294271499,0.8543277454970432,0.8070735184437405,0.8591554705880141,0.7922410742261352,0.7378417271311727,0.6821122587061258,0.7298155006101321
1,0.9306021609616989,0.7087768123876488,0.8446702066119066,0.8638318470610357,0.8856948615711573,0.9381229672058436,0.9681733814653299,0.953393857336921,0.9634808478256229,0.8498659001267377,0.9879924900492326,0.8090650540904326,0.8493633904547353,0.8073158900664152,0.8065170876220137,0.7977870121269742,0.7386956903140602,0.7010140451194652,0.7538104321806414
2,0.9308183480408798,0.7083696993555418,0.8444921195328027,0.8641890153734321,0.8851262009661667,0.9377450371005837,0.9684146154669189,0.9540493562859912,0.9563382206863178,0.8425034191513446,0.9880371367887759,0.8105024372145736,0.8465709172720075,0.8071878725731343,0.8746286344928005,0.7724051852534615,0.7393167648615764,0.6894512643450451,0.7547342710804076
3,0.9307731943079603,0.7086583384641859,0.8445387185968688,0.8637711132825412,0.8855274783413297,0.9380683829659218,0.9685305338729346,0.9525654964267853,0.9626515923571226,0.8402302973624933,0.9880560942786373,0.8094284726980778,0.852327437355944,0.8072301133326477,0.8184878529558054,0.8126159134179601,0.7149341501165644,0.7048089159997237,0.7548131955955951
4,0.9305611312283826,0.7088345137508262,0.8445463136591921,0.8642748651633585,0.8852444185265641,0.9377541631556124,0.9684626456234571,0.9533407049108295,0.9635196070466495,0.8303078733836693,0.9878479552881192,0.8091648529850733,0.8517148859029944,0.8068573869798935,0.8466292505310488,0.7863802203582398,0.7304247250759304,0.7485335330714878,0.7538918370030714
5,0.9306903974820624,0.7087258712421219,0.8446882623812743,0.8640092800410957,0.8852482895384484,0.9381347679484118,0.9685219753515919,0.9536485255797129,0.9305534292784888,0.8716492923776492,0.9880264998468742,0.8079924692343013,0.8517631979531058,0.8070454749498511,0.845227507974508,0.7812433547539099,0.7264031829702267,0.7181493621702328,0.7331042089635129
6,0.9307055204800808,0.7085862405787682,0.8444524752191699,0.864007656129949,0.8852641558701949,0.9376853114723931,0.9685351290191405,0.9530281498818718,0.9632001669281594,0.8292890976398277,0.9879845811093202,0.8091728539093608,0.8537812879637868,0.8065490314773482,0.8649196715957569,0.7779405629039614,0.7479203344028122,0.6974260444622492,0.7294135416719773
7,0.9307790820668905,0.7087780769718379,0.8447323944031013,0.86392872738229,0.8850992660730712,0.9374398128304202,0.9687064701511625,0.953408489209232,0.9478563868361207,0.8444714094476398,0.9878637310657447,0.8110288001781641,0.8506171740564592,0.8067220986166201,0.8467313446049983,0.7912468173872976,0.7191334125596797,0.7264199569185594,0.7564552671202758
8,0.9307042520360213,0.708642736783764,0.8445875252274401,0.8638643422831531,0.8853066578418798,0.9376687276852715,0.968251746567823,0.953643545667799,0.9370796420288878,0.8566634069382242,0.981016313675795,0.8056624399942369,0.8535830858324078,0.8066475212597195,0.8322137188234656,0.7962227019371731,0.7396086166329159,0.7120511517211825,0.7545944207981883
9,0.9308533302514967,0.708540048504737,0.8446554446337042,0.8640036349944574,0.8851518110416717,0.9375948429665474,0.9686432141217697,0.9530500704100773,0.9481115239995402,0.8543138943370305,0.9879022121195978,0.8069700225644983,0.852539494349694,0.8074528708884009,0.8662008723237639,0.7849431211466005,0.7100709775752504,0.729016046597097,0.7271285748321683
